source_id,model_name,prompt_type,generated_abstract,temperature,top_p
2-s2.0-105028915937,llama-3.1,factual,"The proliferation of digital documents has led to an increased reliance on tables as a fundamental format for representing structured data across various domains, including healthcare, education, and finance. Table recognition is a critical task aimed at automatically converting table content from images into editable and machine-readable formats, thereby enhancing processing efficiency and accuracy. Despite significant advancements in convolutional neural network (CNN)-based and Transformer-based approaches, existing methods continue to face challenges in handling complex table layouts, diverse formats, and high computational costs. To address these limitations, we introduce the Spatial Pyramid Pooling-enhanced Multi-modal Linear Transformer (SPPLTR), a novel table-recognition model that integrates spatial pyramid pooling with a causal linear-Transformer framework. SPPLTR effectively captures both structural and textual information in table images through a spatial pyramid context fusion module and a causal linear Transformer, thereby improving the understanding of table structures. Furthermore, the model incorporates a multi-head causal linear attention mechanism with automatic mixed precision support, enabling more efficient and stable inference. Comprehensive experiments conducted on the PubTabNet dataset demonstrate that SPPLTR achieves state-of-the-art performance, surpassing most existing models across various evaluation metrics. The proposed model presents a promising solution for table recognition tasks and paves the way for further advancements in structured document understanding.",0.4,0.9
2-s2.0-105028890694,llama-3.1,factual,"Wind turbine systems operating in cold climates are susceptible to icing events, which can compromise structural integrity if undetected. To address this critical issue, we have developed an intelligent information fusion framework that combines vibration-based structural dynamics with environmental data through a pipeline of automated Operational Modal Analysis (OMA) and temperature compensation. This study evaluates the performance of five classification architectures—Optimized Threshold (OT), Random Forest (RF), XGBoost (XGB), Support Vector Machine (SVM), and Gated Recurrent Unit (GRU)—using high-fidelity experimental data from a large-scale climate chamber, processed through rolling-window time-series cross-validation. To ensure the reliability of our framework in safety-critical applications, we prioritize Recall to minimize False Negative errors and incorporate non-parametric statistical validation techniques, including Kruskal-Wallis tests and Dunn’s post-hoc analysis, to quantify model stability. Our results demonstrate a significant performance gap between physics-informed models and advanced ensemble and deep learning methods, with the OT model achieving an exceptional operational reliability of 96.00%. This finding highlights the importance of meticulous feature-level fusion and domain-specific engineering in enhancing system resilience, rather than relying on increased algorithmic complexity. The proposed methodology provides a scalable foundation for multi-sensor fusion and adaptive predictive maintenance in renewable energy infrastructures, offering a promising solution to ensure the safe and reliable operation of wind turbine systems in cold climates.",0.4,0.9
2-s2.0-105028887996,llama-3.1,factual,"Here's an original abstract for the machine learning study:

The proliferation of deepfake content on social media platforms poses significant challenges to maintaining trust and preventing misinformation. As a result, detecting machine-generated textual content is crucial in mitigating its adverse effects. This research aims to develop an intelligent framework for identifying short texts (e.g., tweets) as either human-generated or bot-created. The proposed framework leverages the DeBERTaV3 model, coupled with the TweepFake and PHEME datasets, to analyze social media posts and determine their origin. In contrast to existing approaches, this study evaluates the efficacy of various deep learning frameworks, including BERT, RoBERTa, SVM-RBF, random forest, SVM, CNN, and LSTM, in detecting fake news. Experimental results demonstrate that the proposed model achieves an accuracy rate of 97.12%, outperforming other models in terms of efficiency and effectiveness. The study's findings highlight the significance of data preprocessing techniques and embedding methods in facilitating accurate tweet classification, ultimately enabling the identification of machine-generated content on social media platforms.",0.4,0.9
2-s2.0-105028881668,llama-3.1,factual,"This study investigates the efficacy of machine learning-based credit-scoring models relative to traditional statistical methods using a real-world dataset comprising 1000 loan applications. The primary objective is to assess whether AI-driven approaches can offer superior predictive accuracy, interpretability, and stability in the face of macroeconomic downturns compared to conventional techniques. Four model variants are developed: logistic regression and decision trees as examples of classical models, and XGBoost gradient-boosting ensemble and multilayer perceptron neural networks as alternatives based on AI. The R programming environment (v4.3.1) is employed to implement a 70:30 train-test split, inner cross-validation, and harmony spatial search for hyperparameter tuning. Results indicate that the XGBoost model achieves optimal performance with a cumulative gain curve of 0.89 and an area under the receiver operating characteristic curve of 0.89, outperforming the neural network (CGC: 0.87; AUC: 0.87) and logistic regression (CGC: 0.76; AUC: 0.76). SHAP analysis reveals that credit amount, loan duration, and age are key predictors of creditworthiness. Notably, XGBoost exhibits stability in predictions during stress-testing (AUC = 0.83), whereas logistic regression performance declines significantly (AUC = 0.68). The findings support the notion that AI-powered tools possess superior predictive capabilities and interpretability, rendering them viable alternatives to traditional methods in modern financial institutions.",0.4,0.9
2-s2.0-105028881007,llama-3.1,factual,"The accurate assignment of imaging protocols is a crucial aspect of radiology workflows, requiring precise and efficient classification of complex medical images. This study investigates the capabilities of GPT-4 in text-based imaging protocol classification, comparing its performance to that of human experts and established fine-tuned models. We evaluated GPT-4 alongside a fine-tuned BERT model and a fine-tuned LLaMA-3 model on clinical indications corresponding to 11 head MRI protocol categories. Model predictions were benchmarked against expert-validated ground truth labels using F1 scores, with each model's reasoning coherence reviewed by a board-certified radiologist. Notably, GPT-4 achieved an F1 score of 0.83, which while lower than the 0.91 and 0.93 obtained by BERT and LLaMA-3 respectively, was surpassed only by human experts with a score of 0.96. However, GPT-4 consistently produced highly interpretable explanations that demonstrated a nuanced understanding of clinical language and imaging rationale. Furthermore, when prompted by the output of a fine-tuned classifier, specifically LLaMA-3, GPT-4's accuracy improved substantially, suggesting that structured collaboration between general and specialized models can enhance both performance and transparency in decision-support workflows. These findings indicate that GPT-4 has potential as an interpretable tool for supporting clinical decision-making when used appropriately.",0.4,0.9
2-s2.0-105028877400,llama-3.1,factual,"The molecular underpinnings of clear cell renal cell carcinoma (ccRCC), an aggressive malignancy characterized by single-nucleotide variants in VHL, PBRM1, and SETD2, have been extensively studied. Nevertheless, the contributions of structural variation (SV) and three-dimensional genome architecture to ccRCC pathogenesis remain poorly understood. To address this knowledge gap, we conducted a comprehensive multi-omics analysis to elucidate the role of SV in driving oncogenic dysregulation during ccRCC progression.

Our investigation revealed novel associations between SV and oncogenic targets, as well as multidimensional reorganization of three-dimensional genome architecture. Notably, we identified an uncharacterized pathogenic enhancer hijacking event that leads to constitutive activation of the proto-oncogene SEMA5B, which was experimentally validated through functional assays. To further translate these findings into clinical practice, we developed a machine learning-based prognostic framework using enhancer hijacking signatures.

The results of our study provide new insights into the complex interplay between SV and three-dimensional chromatin architecture in driving ccRCC oncogenesis. Moreover, the development of a prognostic tool based on enhancer hijacking signatures offers a valuable resource for clinicians seeking to improve patient outcomes through more accurate risk stratification and personalized treatment strategies.",0.4,0.9
2-s2.0-105028833589,llama-3.1,factual,"The global prevalence of anemia is staggering, affecting over one billion individuals worldwide. This debilitating condition arises from insufficient hemoglobin levels due to iron or vitamin deficiencies, blood loss, or genetic disorders such as sickle cell disease and thalassemia. The diagnosis of anemia poses significant challenges in resource-constrained settings, particularly rural areas, where costly blood tests, limited medical personnel, and inadequate infrastructure hinder timely intervention.

To address these limitations, machine learning models have been explored for their potential to analyze blood count records and images from various bodily sites, including the eye conjunctiva, lip mucosa, fingernails, palms, and blood smears. This study undertakes a comprehensive review of artificial intelligence techniques applied to the diagnosis of three distinct types of anemia: iron deficiency, sickle cell disease, and thalassemia. A comparative analysis is conducted on machine learning, deep learning, optimization algorithms, hybrid approaches, and other methods in terms of accuracy, key features, research gaps, and future prospects.

Furthermore, this investigation examines the correlation between dataset sizes and model accuracy to inform best practices for anemia diagnosis using artificial intelligence. The integration of AI into real-time anemia diagnosis offers a promising solution, providing non-invasive, quick, affordable, and accurate diagnoses with explainable AI techniques that enhance physician trust and usability in remote areas. Although traditional invasive tests remain the gold standard for accurate anemia diagnosis, incorporating AI can significantly reduce the burden on healthcare professionals and facilitate diagnostic confirmation.",0.4,0.9
2-s2.0-105028799651,llama-3.1,factual,"The Iraqi construction industry plays a pivotal role in driving economic growth within the country. However, managing housing projects efficiently remains a significant challenge due to uncertainties surrounding their productivity. This study investigates the application of machine learning techniques for predicting the implementation productivity of housing projects in Iraq based on project design and execution characteristics. Three advanced predictive models were developed and evaluated: artificial neural networks (ANN), extreme gradient boosting (XGBoost), and support vector regression (SVR). A dataset comprising 67 actual housing projects was utilized, featuring seven input variables and one output variable representing implementation productivity. The evaluation results indicate that the XGBoost model demonstrated exceptional predictive accuracy with a coefficient of determination (R2) of 0.998 and mean absolute percentage error (MAPE) of 0.8%. In comparison, the ANN model also exhibited strong performance (R2 = 0.92 and MAPE = 4.1%). Conversely, the SVR model showed relatively lower accuracy with an R2 value of 0.813 and MAPE of 6.6%. Feature importance analysis revealed that built-up area was the most influential factor in productivity, followed by quantities of brick and concrete works. The findings suggest that machine learning techniques, particularly XGBoost and ANN, can serve as effective tools for supporting decision-making during the early stages of housing project planning by predicting executive performance based on project data.",0.4,0.9
2-s2.0-105028789068,llama-3.1,factual,"Advances in machine learning and computational methods have the potential to significantly accelerate materials discovery by enabling accurate predictions of material properties at reduced costs. However, a major bottleneck remains in providing high-quality input data to algorithms and optimizing model parameters. High-entropy materials, a distinct class of valuable materials, hold promise for overcoming limitations in conventional battery materials. By leveraging learning algorithms and quantum computing, researchers can design and fabricate novel materials for batteries and supercapacitors before chemical synthesis occurs. Our study focuses on the intersection of quantum computing and high-entropy material structure, particularly high-entropy MXenes. We examine strategies for encoding and decoding crystal structures, a crucial aspect in developing comprehensive databases for high-entropy materials. Furthermore, we investigate the application of deep learning algorithms to facilitate material discovery prior to synthesis, as well as their potential for identifying suitable high-entropy materials for energy storage applications. Ultimately, our research explores the emerging opportunities presented by quantum computing and artificial intelligence approaches for determining high-entropy material structures in the context of energy-related fields.",0.4,0.9
2-s2.0-105028782831,llama-3.1,factual,"This study proposes an integrated artificial intelligence-driven framework to enhance Management Information Systems (MIS) capabilities for analyzing sustainable supply chains and environmental impact. To address three core tasks, research employs a combination of classical machine learning regression models, including Linear Regression, Random Forest, Gradient Boosting, XGBoost, and SVR, alongside a deep learning-based Gated TabTransformer (GTT). Additionally, a Variational Graph Autoencoder (VGAE) is utilized for unsupervised anomaly detection, while a hybrid interpretability model constructed with Explainable Boosting Machines (EBM) and SHapley Additive exPlanations (SHAP) provides explainable insights. The results demonstrate that Linear Regression and ensemble models exhibit superior performance in terms of accuracy and robustness, outperforming existing methods. Notably, the Gated TabTransformer achieves strong generalization capabilities, while the Variational Graph Autoencoder detects anomalies by learning topological and feature-level deviations. Furthermore, the framework enables interpretable local and global insights through EBM-SHAP, facilitating data-driven decision making with transparency. This comprehensive solution bridges sustainability, artificial intelligence, and MIS, advancing the state-of-the-art in sustainability analytics for supply chains.",0.4,0.9
2-s2.0-105028773230,llama-3.1,factual,"The increasing adoption of Wireless Sensor Networks (WSNs) in military and civilian applications has created a pressing need for robust security measures to mitigate the risk of routing attacks. These networks, comprised of numerous small, low-cost devices, are inherently vulnerable to various types of assaults when deployed in exposed and unsecured environments. The susceptibility of WSNs to attacks such as wormhole, sinkhole, sybil, and black hole attacks poses significant security threats, including exploitation of sensor node vulnerabilities and wireless network unreliability.

This research aims to develop an effective Intrusion Detection System (IDS) for cluster-based WSNs, where a Cluster Head (CH) is selected within each cluster and a Group Head (GH) oversees the behavior of nodes and networks. A novel Dual Level Node Authentication Model with Node Behaviour Analysis (DLNA-NBA) is proposed, incorporating machine learning techniques to enhance intrusion detection accuracy.

The results demonstrate that DLNA-NBA significantly improves intrusion detection capabilities, achieving 98.9% accuracy in dual-level node authentication and 99.2% accuracy in intrusion detection. The proposed model's improved node verification, optimized feature utilization, and efficient behavioral pattern analysis ensure secure communication and reduced false alarms in WSN environments. Overall, this research contributes to the development of more secure and reliable WSNs by providing a robust IDS that can effectively detect and prevent routing attacks.",0.4,0.9
2-s2.0-105028772962,llama-3.1,factual,"This study investigates the application of machine learning (ML) models for predicting sports-related injuries in professional football players. A dataset comprising 300 male athletes aged 18-28, monitored over two competitive seasons (2021-2022), was analyzed to identify factors contributing to injury risk. Injuries were defined as musculoskeletal conditions causing at least one missed training session or match, confirmed via ICD-10 diagnoses. Daily data on training workload, recovery, wellness, heart-rate variability, cumulative minutes played, and injury history were collected and preprocessed using normalization, one-hot encoding, and feature selection techniques.

The study employed 10-fold cross-validation to train logistic regression, decision tree, and random forest models, evaluating their accuracy, precision, recall, F1-score, and area under the receiver operating characteristic curve (AUC). Results indicated that random forests outperformed other models, achieving an average accuracy of 85.6% ± 2.1%, precision of 82.1% ± 1.9%, recall of 80.3% ± 2.4%, F1-score of 81.2% ± 2.2%, and AUC of 90.5% ± 1.6%. Explainable AI techniques, including SHAP and LIME, were applied to identify the strongest predictors of injury risk, highlighting prior injury, training intensity, and recovery time as key factors.

The findings demonstrate that ensemble ML methods can provide robust, interpretable, and actionable insights for injury prevention in professional football players. These results support data-driven strategies to optimize training and reduce injury incidence. Future research should aim to validate the predictive models across multiple sports and integrate additional physiological and genetic factors to enhance their accuracy and generalizability.",0.4,0.9
2-s2.0-105028768366,llama-3.1,factual,"The integration of artificial intelligence (AI) into precision medicine has revolutionized healthcare by enabling more personalized treatment approaches. However, the economic viability of this paradigm shift remains a subject of debate. This study aimed to investigate the cost-effectiveness of AI-powered precision medicine through a comprehensive review and analysis of existing economic evaluations.

A systematic search of five major databases was conducted to identify relevant studies, with data extraction and risk-of-bias assessment performed using the ECOBIAS checklist. The findings suggest that AI-PM is cost-saving or cost-effective in approximately 89% of base-case analyses, with incremental cost-effectiveness ratios ranging from dominant to $129,174 per quality-adjusted life-year (QALY). Notably, the interquartile ranges of incremental costs and QALY gains indicate modest health benefits at minimal additional expenses.

The results also highlight significant value heterogeneity, with modeling choices and system-level factors emerging as key sources of uncertainty in estimated net monetary benefits. Furthermore, this study reveals that AI-PM adoption is hindered by low adaptability and underreported key value factors, underscoring the need for further research to address these knowledge gaps. Overall, this study provides valuable insights into the economic feasibility of AI-powered precision medicine, with implications for healthcare policymakers and stakeholders seeking to optimize resource allocation.",0.4,0.9
2-s2.0-105028732260,llama-3.1,factual,"Here is a rewritten abstract for the machine learning study:

This study addresses the pressing need to improve postoperative sepsis prediction in patients undergoing upper urinary tract stone surgery. Sepsis remains a leading cause of perioperative mortality, necessitating the development of accurate predictive models. This research aims to integrate laboratory parameters using machine learning (ML) and Shapley Additive Explanations (SHAP) algorithm to create a simple yet effective model for postoperative sepsis prediction. A comprehensive dataset comprising 7,464 patients was analyzed, including 155 pre- and postoperative features. Key variables were selected through Least Absolute Shrinkage and Selection Operator (LASSO) regression and correlation analysis, which facilitated the development of eight machine learning algorithms. The model's performance was rigorously evaluated using Receiver Operating Characteristic curve, learning curve, calibration plot, and decision curve. The SHAP algorithm was employed to analyze variable importance, providing transparent insights into the key drivers of urosepsis. Notably, 116 out of 155 variables differed significantly between the urosepsis and non-urosepsis groups, with eight predictive variables identified through LASSO regression: postoperative IL-6, SAA, PCT/ALB, NLPR, PT, ALB, HCT, and neutrophil. The Light Gradient Boosting Machine achieved superior performance, with AUCs of 1.0, 0.90, and 0.88 for the training, validation, and test cohorts, respectively. The model's robustness was confirmed by a good fit, strong calibration, and positive clinical utility. Postoperative PCT/ALB, neutrophil, IL-6, ALB, and PT were identified as key predictors through SHAP analysis. A publicly accessible web application was developed to facilitate both patients and physicians in early risk stratification and personalized intervention. This study demonstrates the successful development and validation of a robust, interpretable model based on postoperative laboratory biomarkers, offering a practical tool for sepsis prediction and prevention in clinical practice.",0.4,0.9
2-s2.0-105028714400,llama-3.1,factual,"In recent years, the integration of artificial intelligence (AI) in higher education has become increasingly mandatory, leading to a significant increase in psychological and emotional strain among students. Traditional models of technology adoption often fail to account for the challenges posed by compulsory digital environments, where design flaws can result in cognitive overload and student resistance. This study aims to address this gap by developing and validating a student-centered framework that examines the impact of AI system design on negative technological experiences. Specifically, we investigate how system reliability, task routinization, and information richness influence students' perceptions of AI systems.

A quantitative research design was employed, with data collected from 229 undergraduate students across Malaysian universities. Exploratory factor analysis, correlation analysis, and multiple regression were used to examine relationships among key constructs and validate the hypothesized model. Our findings indicate that system reliability and information richness are significant predictors of reduced negative technological experiences, whereas task routinization has no such effect. Notably, we found that negative technological experience serves as a mediator, amplifying techno-resistance and decreasing academic performance.

The results of this study have important implications for the design of AI educational technologies in compulsory settings. By reconceptualizing techno-resistance as an adaptive response to cognitive and emotional strain, our research advances theoretical understanding by integrating digital dissonance with sociotechnical and cognitive load perspectives. The findings highlight the need for more student-aligned AI systems that prioritize system reliability, information richness, and user-centered design principles to mitigate negative technological experiences and promote improved educational outcomes.",0.4,0.9
2-s2.0-105028714153,llama-3.1,factual,"Here is the rewritten abstract:

The advent of quantum computing has sparked interest in its potential to simulate complex quantum systems more efficiently than classical computers. However, recent studies have demonstrated that machine learning algorithms can effectively predict various properties of quantum systems using only classical data. Despite theoretical proposals for tasks where quantum advantages are evident, these examples often rely on cryptographic functions and do not reflect real-world laboratory scenarios. This paper addresses this gap by establishing a provable quantum advantage in learning quantum observables from measured-out classical data. We investigate two types of observables: first, we demonstrate a learning advantage for linear combinations of Pauli strings; subsequently, we extend our findings to a broader class of unitarily parametrized observables. For each case, we identify the boundaries between tasks that can be efficiently learned classically and those requiring quantum resources. Our classical hardness results rely on the assumption that BQP-hard processes cannot be simulated by polynomial-size classical circuits, and we also provide an efficient quantum learning algorithm. These findings clarify when quantum computing offers practical benefits for learning problems in quantum many-body physics and suggest potential directions for future research into quantum learning improvements.",0.4,0.9
2-s2.0-105028703500,llama-3.1,factual,"Deep learning has witnessed significant advancements with the emergence of generative adversarial networks (GANs) as a pivotal framework for generating synthetic data. GANs have been widely adopted across various applications, including high-resolution image synthesis, speech generation, medical data reconstruction, educational data simulation, and style transfer. Despite their success in improving quality and diversity of generated data, challenges persist in convergence instability, mode collapse, sensitivity to hyperparameters, and evaluating the quality of synthetic data.

This study aims to provide an in-depth analysis of 45 distinct GAN architectures by categorizing them based on learning paradigm, application domain, network design, associated datasets, and open challenges. By examining the evolution of these architectures, this research seeks to outline prospective avenues for future research, including the integration of GANs with reinforcement learning, attention-based architectures, and large language models (LLMs). The framework presented in this study offers a comprehensive perspective on current trends and opportunities in the GAN landscape, providing researchers and practitioners with a coherent understanding of the field's trajectory.",0.4,0.9
2-s2.0-105028669279,llama-3.1,factual,"Urban recommender systems are increasingly pivotal in shaping equitable, efficient, and citizen-centric urban services as cities integrate pervasive sensing technologies, data platforms, and artificial intelligence. This comprehensive review synthesizes a vast body of peer-reviewed research across six key domains: mobility, healthcare, energy, tourism, retail, and e-governance. Our analysis reveals that collaborative filtering, content-based methods, hybrid designs, deep learning, and context-aware approaches are being increasingly linked to urban decision-making needs through the development of novel taxonomies.

The review highlights the uneven distribution of advanced techniques such as deep and graph-based models across governance and energy domains, with most empirical studies concentrated in mobility and tourism. We examine how heterogeneous data sources, including IoT streams, geospatial signals, environmental indicators, and demographic attributes, are being integrated to support personalized recommendations under constraints such as latency, reliability, and privacy.

Notably, our review identifies recent advances that address sparsity and cold start through the use of graph neural models, sequence modeling, and transfer learning. Additionally, we cover operational enablers such as edge inference and streaming architectures for real-time recommendation. The survey also assesses risk and governance dimensions, including privacy preservation, fairness, exposure balance across neighborhoods, explainability, and mechanisms for audit and oversight.

Our analysis reveals opportunities in pollution management, citizen education, and participatory platforms that broaden civic engagement. Furthermore, we outline how emerging technologies such as hybrid physical-virtual interactions, digital twins, immersive interfaces, generative models, and quantum algorithms may reshape personalization and oversight in city-scale settings. Finally, we emphasize the need for field evaluations and standardized benchmarks to jointly measure accuracy, latency, robustness to distribution shift, and equity.",0.4,0.9
2-s2.0-105028657630,llama-3.1,factual,"This study investigates the cellular impacts of genetic variants associated with Alzheimer's disease (AD). Genome-wide association studies have implicated immune and metabolic pathways in AD, but their specific roles remain unclear. To address this knowledge gap, we employed bidirectional two-sample Mendelian randomization to identify single nucleotide polymorphism (SNP)-mediated immunometabolic signatures in AD patients. Our analysis revealed both positively and negatively correlated immune cell types and metabolic pathways, which were further refined through integrated single-cell omics analysis of patient brains and peripheral blood samples.

The results showed distinct astrocyte subpopulations in patient brains with varying associations with AD, as well as predominantly AD-negative metabolic signatures in peripheral blood mononuclear cells (PBMCs). Leveraging these findings, we developed a blood transcriptome-based AD prediction model using machine learning approaches. The optimized model is applicable to both European and Asian populations, enabling pre-symptomatic detection of familial AD and effective discrimination from other neurodegenerative disorders. Our study provides novel evidence for the critical role of immunometabolism in AD and offers a practical predictive tool suitable for large-scale population screening.",0.4,0.9
2-s2.0-105028554295,llama-3.1,factual,"Machine Learning Models for Predicting Surgical Correction Dosage in Horizontal Non-Paretic Strabismus

The variability of surgical outcomes in strabismus surgery remains a pressing concern, underscoring the need for more accurate and reliable methods to predict dosage. This study investigates the application of machine learning models to forecast dosages based on preoperative features, with a focus on explainable artificial intelligence (XAI) techniques to determine feature importance. A retrospective analysis of 767 patients who underwent strabismus surgery between 2003 and 2022 at the University Clinic of Ulm was conducted, resulting in a streamlined dataset for model development. Using a multilayer perceptron implemented with the torch neural network library, we evaluated the performance of various models, including the Broyden-Fletcher-Goldfarb-Shanno algorithm. The results indicate that this algorithm achieved the highest number of predictions within an acceptable range, with root mean square errors (RMSE) of 0.54 mm and 0.71 mm for labels L1 and L2, respectively. Notably, feature permutation and integrated gradients analysis revealed the preoperative angle of deviation as the most critical factor in dosage prediction, followed by near angle of deviation, simultaneous cover test, Hirschberg test angle, and refraction of own glasses used. The findings suggest that machine learning models, particularly those incorporating XAI techniques, hold promise for improving surgical outcome predictions in strabismus surgery. Future work will focus on expanding the dataset to enhance prediction accuracy.",0.4,0.9
2-s2.0-105028553653,llama-3.1,factual,"The proliferation of fake news on social media poses a significant threat to civic trust and public safety, with emotionally charged content exacerbating its spread through user interactions. To address this challenge, we aim to develop an effective framework for detecting anomalous propagation subgraphs indicative of coordinated misinformation campaigns. This study proposes the Multi-Graph Neural Network Attention-based Propagation Learning for Emotion-Aware Anomaly Detection (MAPLE) framework, which integrates sentiment features from users' historical posts with network structures through a novel attention-based fusion mechanism. By combining multiple Graph Neural Networks (GCN, GAT, and GraphSAGE), MAPLE leverages the strengths of each model to improve anomaly detection performance. Theoretical analyses demonstrate that MAPLE preserves mutual information, reduces variance, amplifies anomaly margins, and maximizes entropy. Empirical evaluations on the PolitiFact and GossipCop datasets reveal that MAPLE outperforms state-of-the-art baselines, achieving F1-score improvements of 43% and 2.17%, respectively, while maintaining robustness across datasets. The proposed framework provides a unified multi-Graph Neural Network fusion approach with theoretical underpinnings for subgraph anomaly detection in the context of emotionally charged content.",0.4,0.9
2-s2.0-105028534245,llama-3.1,factual,"High-Dimensional Feature Selection via Dynamic Binary Optimization

The proliferation of high-dimensional datasets in machine learning has underscored the need for efficient feature selection techniques to mitigate computational complexity and enhance classifier generalization. Traditional binary metaheuristics often rely on static control parameters, which can lead to suboptimal performance due to premature convergence and poor adaptability. To address these limitations, this study introduces the Dynamic Binary Swordfish Movement Optimization Algorithm (DBSMOA), a novel nature-inspired binary optimizer that leverages the foraging dynamics of swordfish to navigate complex search spaces.

The proposed algorithm extends the original Swordfish Movement Optimization Algorithm by incorporating dynamic behavioral adaptation mechanisms, enabling a self-adjusting balance between exploration and exploitation throughout the optimization process. DBSMOA employs a sigmoid-based probabilistic binary mapping and dynamically reassesses agent roles through a performance-driven elitist strategy to maintain diversity and stability during search.

Comprehensive evaluations on 52 benchmark datasets demonstrate that DBSMOA achieves superior performance compared to twelve state-of-the-art binary optimizers, including Binary Particle Swarm Optimization (bPSO), Binary Genetic Algorithm (bGA), and Binary Grey Wolf Optimizer (bGWO). The results indicate that DBSMOA delivers competitive accuracy, compact feature subsets, and strong computational efficiency, highlighting its robustness, scalability, and suitability for high-dimensional feature selection and other binary optimization tasks.",0.4,0.9
2-s2.0-105028534079,llama-3.1,factual,"This study addresses the pressing need for non-invasive and accessible screening methods for high-grade cervical intraepithelial neoplasia (CIN2/3), a precursor to cervical cancer, particularly in resource-limited settings. Current screening approaches, such as HPV testing and colposcopy, are limited by their invasiveness and accessibility issues. To mitigate these challenges, we developed a machine learning-based model that leverages routine blood biomarkers to assess the risk of high-grade CIN.

Our approach involved collecting data from 248 patients, comprising 128 with high-grade CIN (CIN2/3) and 120 with low-grade CIN (CIN1), who underwent comprehensive clinical evaluations. A total of 29 clinical characteristics and blood test measurements were considered for model development. We employed four feature selection algorithms to identify key predictors and trained 11 machine learning models using a dataset split into training (70%) and testing (30%) cohorts.

Model performance was evaluated using multiple metrics, including learning curves, receiver operating characteristic curves (ROC), area under the curve (AUC), Brier score, calibration curves, Precision-Recall (PR) curves, and Decision Curve Analysis (DCA). We also developed a web-based calculator for clinical deployment. To interpret model results, we utilized the SHapley Additive exPlanation (SHAP) approach to assess feature importance.

Our findings indicate that the Support Vector Machine (SVM) algorithm achieved the best predictive performance, with an AUC of 0.75 (95% CI: 0.69–0.80) and a Brier score of 0.21 (95% CI: 0.17–0.28). The identified key features included creatinine, red blood cell count, neutrophil ratio, direct bilirubin, and monocyte count. We also developed a web-based tool for real-time risk stratification, providing a potential solution for clinical utility in resource-limited settings.",0.4,0.9
2-s2.0-105028524571,llama-3.1,factual,"The design of functional materials necessitates the concurrent optimization of multiple interdependent properties to achieve optimal performance in various applications. In the context of boron-doped graphene (BDG), both the band gap and work function play critical roles, yet existing machine learning approaches often focus on predicting a single property using hand-crafted features, which hinders their applicability across different scenarios.

To address this limitation, we propose an adaptive edge-aware graph convolutional neural network with multi-task learning (AEGCNN-MTL) for simultaneous prediction of multiple material properties. Our approach leverages the strengths of graph neural networks and multi-task learning to capture complex relationships between interdependent properties. We evaluate AEGCNN-MTL on a dataset of 2613 DFT-computed BDG structures, demonstrating exceptional accuracy in predicting band gap (R² = 0.9905) and work function (R² = 0.9778). Notably, our framework outperforms single-task GNN baselines under identical training budgets, showcasing its potential for efficient multi-property prediction.

Furthermore, we transfer AEGCNN-MTL to the QM9 benchmark, where it exhibits competitive performance across 12 diverse quantum chemical properties, underscoring its strong generalization capability. These results highlight the promise of AEGCNN-MTL as a scalable and accurate tool for high-throughput material screening and data-driven discovery of multifunctional materials.",0.4,0.9
2-s2.0-105028512644,llama-3.1,factual,"This study introduces an innovative method for generating a fingerprint for crystalline materials that reconciles efficiency in machine processing with human interpretability. The proposed approach comprises two key components: a structural representation capturing the crystal structure and a compositional component, referred to as Pettifor embedding, which characterizes the chemical composition.

The Pettifor embedding is constructed within a non-orthogonal space where each axis corresponds to a specific chemical element, with angles between axes quantifying similarity. The chemical composition is then defined by a point on the unit sphere in this space. Our results demonstrate that Pettifor embeddings outperform conventional elemental embeddings in compositional machine learning models.

Utilizing Pettifor embeddings as a distance metric and dimension reduction techniques, we develop a two-dimensional global map of thermodynamically stable crystalline compounds. Notably, these maps effectively separate material classes based on fundamental physical properties, despite their relatively simple construction. Our findings highlight the potential of Pettifor embeddings to facilitate a deeper understanding of structure-property relationships in crystalline materials and inform the development of more accurate machine learning models for materials science applications.",0.4,0.9
2-s2.0-105028505487,llama-3.1,factual,"Ecosystems play a critical role in mitigating the impacts of climate change by absorbing significant portions of anthropogenic CO2 emissions. However, understanding ecosystem responses to climate variability requires accurate and consistent monitoring of carbon, water, and energy fluxes across diverse landscapes. Existing datasets often lack sufficient spatial resolution and consistency, particularly in fragmented regions such as UK agricultural areas. To address this gap, we present the Unified FLUXes (UFLUX) ensemble, a novel dataset of gross primary productivity, evapotranspiration, and sensible heat fluxes derived from eddy covariance data, satellite observations, and machine learning algorithms. UFLUX comprises approximately 60 ensemble members spanning multiple spatial and temporal scales, including global monthly averages at 0.25° resolution, European daily and biannual datasets at 0.25° and 100 m resolutions respectively, and UK daily datasets at 100 m resolution. Validation against eddy covariance measurements indicates that UFLUX captures over 80% of flux variability with low mean absolute errors, accurately reproducing climate responses and interannual patterns consistent with existing research. While uncertainties in net carbon flux remain, the UFLUX dataset holds significant promise for informing cross-scale climate policymaking and land management strategies aimed at achieving a carbon-neutral future.",0.4,0.9
